system:index,masterid,year,yield_mean,yield_p25,yield_p50,yield_p75,.geo
2_3_0000893bdfde5b445207,17161,2003,9.115235346697823,8.549502023648515,9.495017244203959,9.495017244203959,
2_3_00003a9ef8a64b10f609,19163,2003,9.244535432603973,8.562288258139828,9.439118433820376,10.184727761204407,
2_3_000092e1517d48c1c5cf,19045,2003,8.836523515704393,7.878215744289998,8.875456607472724,9.873790202985685,
2_3_00007bc4556eccb129da,17015,2003,9.20946361523703,8.54707368242664,9.516563549368989,10.422247899832282,
2_3_00005211715ed4ff9390,19097,2003,8.744973537373276,7.688971716962543,8.813237375221933,9.812592136829334,
2_3_0000eb67a70b059e2ad0,17085,2003,9.364166518052436,8.530299219466707,9.494326539334653,10.45429173801315,
2_3_0000928919487c57e60a,19061,2003,9.21759051560652,7.967031688982567,9.469712264837254,10.594900804987182,
2_3_0000483b116fd1ddb710,19031,2003,9.007658245280279,8.219642482551455,9.092364997938404,10.032646246001931,
2_3_0000bfa9543e714ae8d9,19105,2003,8.717221920080783,7.843991634942803,8.907893772085217,9.717609408673505,
2_3_0000e90fc068ae37932d,19055,2003,9.737183227928,8.534620034303524,9.542297652759212,10.493922280879927,
2_3_00009d6285dc08e23624,19139,2003,8.421895519447236,7.404881882756337,8.592750568061104,9.654961755311039,
2_3_00005653202d203024af,19103,2003,8.27231652987537,7.566404976146419,8.5113895280842,9.425075864217899,
2_3_0000fd914400bc585fda,19183,2003,8.695692899332618,7.5152057203679465,9.519030789380297,9.519030789380297,
2_3_0000ce69a0186a3b53d6,19095,2003,9.058405854958409,7.757987228040597,9.258157971143417,10.246449056590592,
2_3_0000b68d5232598fb9f9,19011,2003,9.303270627144311,8.156277093173179,9.592038856779181,10.595018027358977,
2_3_0000fec0bd046b364e53,19113,2003,9.107645178560471,8.561228121655981,9.507753285994209,10.440188121912785,
2_3_0000bb71c0dac0555482,19019,2003,9.439681854961078,8.532611614674929,9.550753144937929,10.491382197913193,
2_3_0000f587735a0e9e8de0,19013,2003,9.016907529311837,7.8436289809819115,9.344429616575782,10.343601768910705,
2_3_00006ea04d46d57cd244,19171,2003,8.286257593903528,7.031202691019846,8.406122869062687,9.591651820971732,
2_3_0000c20e284dff3c3779,19157,2003,8.802365049621743,7.782744711638076,9.029352336194878,9.969708640377897,
2_3_0000450c7b6ff5ff6ec4,19107,2003,8.984508696624706,8.554185125167674,9.52503149354434,10.433954547253874,
2_3_0000b8715d3f5245fe76,19123,2003,9.213094876622483,8.530395866384051,9.531037153479295,10.28023886928955,
2_3_0000ef45812b31b1f7e4,19179,2003,9.136207889789357,8.282840044341107,9.469968942877527,10.217184412121412,
2_3_0000443f105abf09254a,19101,2003,9.008807636596636,8.564921489780025,9.522639783240885,10.41078311345293,
2_3_000000c415a5c2dac89e,19051,2003,8.903563350010405,7.593545864192023,9.21851749487241,10.21741946299557,
2_3_0000f876d981e1498558,19177,2003,9.071379326841537,8.547628840417788,9.543187594820555,10.447288141734427,
2_3_000008b761b4226821cb,19087,2003,9.277543800082501,8.092864718961879,9.655261617344747,10.532474802580053,
2_3_0000e6fe88eff5481b79,19007,2003,7.89467358070236,6.594703767889752,7.904606234447765,9.218274404591122,
2_3_00002122042533a986d6,19185,2003,7.548027262822113,6.657738787576787,7.530676889506156,8.466997148444934,
2_3_000075f983330cb18124,19135,2003,7.944369493534957,6.842125887540325,8.03054584851687,9.092713558372894,
2_3_000017134a674c478360,19125,2003,8.505781616750701,7.593819116501288,8.718976299618042,9.592475606828524,
2_3_0000ad7f0cd72dd738a2,19117,2003,7.173389691655067,6.260221411255931,7.250316373403584,8.23453983689792,
2_3_0000e77674974d068ccc,19181,2003,7.767223636698253,6.526934050027544,7.5322033378028275,8.498829724301205,
2_3_000048534bddd606e02c,19039,2003,6.8934983884081955,5.5386735069519535,6.496918459018075,7.490838302550525,
2_3_0000432dead7a7289b6d,19053,2003,6.968135018252327,5.539158278746638,7.496563621325114,8.456739096741275,
2_3_00003e70c5b03afd102b,19159,2003,6.348339347799495,5.1541368587703715,6.405442412106912,7.5312827380953316,
2_3_0000d5c56305e0c7fb51,19173,2003,5.339942587364506,4.529278834959651,5.343924767433443,6.095335689022981,
2_3_00000dd06c5f4e3991d6,19003,2003,5.3225654539115395,4.46889850266642,5.280820698073911,6.155543392066776,
2_3_0000f2ce85401ab7cdc2,19001,2003,5.382708297173714,4.529177127720045,5.28083446960008,6.095375450336846,
2_3_0000d84fbf7e0b6ea4d1,19175,2003,6.185114399545636,5.0922700327915935,6.095307335929984,7.2803722813360485,
2_3_000069e236448e0ab86d,19121,2003,7.159553229720089,5.842831938024879,7.405138754511215,8.466692190997295,
2_3_00000eaedba5ea48cdca,19049,2003,7.438544713460615,6.217542120929942,7.719922306759707,8.78109129642151,
2_3_000067a6fa052fd579a9,19153,2003,8.249060078883318,7.553403075846579,8.560253482158691,9.452654713924302,
2_3_0000a7ab05350919e02f,19077,2003,5.679862755243385,4.781719444215836,5.593266850832056,6.531865739170272,
2_3_0000f86ce09dd811a123,19073,2003,6.744326984069779,5.4695678769021345,6.905184118777703,7.9041319279241655,
2_3_0000dd21809ea7455891,19025,2003,7.409756915217377,6.546893720105024,7.514221627406418,8.426889843427732,
2_3_0000c7dfbbc4d068017c,19187,2003,7.263252777195398,6.405269099892659,7.468080502811319,8.219291684621652,
2_3_000046440db24aa5ddd2,19015,2003,7.9443082769130475,6.968377933986335,8.219427162448827,9.02934644273914,
2_3_0000be0acd07dbcce330,19079,2003,8.851283532356081,7.719878870030099,9.155481745805641,10.093506506454888,
2_3_0000ede31f173b7c504c,19169,2003,8.637750429524099,7.552968059468518,8.570264665077937,9.47662712577582,
2_3_0000e2c8ed526d895daf,19083,2003,8.920857564043745,8.552622088709766,9.513236019035805,9.513236019035805,
2_3_0000d6c52ea28bd774ac,19127,2003,8.504418766713904,7.570319922959656,8.513249945295785,9.449249580601693,
2_3_000013a3788af1faaeaf,19099,2003,8.823927460925384,8.528336993948304,9.502112973728483,9.502112973728483,
2_3_00008a783033350a11d4,19075,2003,8.708199765122583,7.812870379486236,8.937502093351547,9.811879092586528,
2_3_00003031d231c776982e,19023,2003,9.269427752678366,8.556482101048676,9.54002975944739,10.437585290492626,
2_3_00009b9258bf70ecf673,19017,2003,8.96121098831217,7.90437404257903,9.344063723036065,10.217497753430802,
2_3_000058873ec76b9d562b,19069,2003,9.070686798432146,8.189041698379674,9.56317430270115,10.185314847810316,
2_3_00009cd6751257ff2a77,19067,2003,9.44687440237912,8.557842065857889,9.552615758820593,10.466060817963504,
2_3_00009dcfc0dbcb5b728a,19033,2003,9.108313022917182,8.030112757802582,9.531035661826715,10.40640853211857,
2_3_00003d3acf2aca471b4d,19037,2003,9.02860023420742,8.03010843254834,9.407437624367544,10.217179551384667,
2_3_000017fa3a13aaee7f82,19089,2003,8.937047143685286,7.967468414634076,9.344586951705898,10.153782004777115,
2_3_0000bcdce94db702a2c3,19131,2003,9.114333271399394,9.21517170926056,9.21517170926056,10.561326148309503,
2_3_0000664b68b22056240e,19195,2003,8.872833809999408,7.904788222617952,9.28155591027713,10.09324478041765,
2_3_000032b0b482dd491fa7,19189,2003,8.713126525995216,7.2590076533513255,9.263454644947316,10.244886528652922,
2_3_000001654c1050b12f75,19081,2003,7.993454578940124,6.842320481490445,7.967434658024177,9.281227153094118,
2_3_00007ea63f6e7c5dd886,19197,2003,8.476236924058032,7.341835310730973,8.718144668102093,9.843768755206254,
2_3_00009d19933462b428b5,19091,2003,7.233344875874843,6.312240555931962,7.4369321036859874,8.18692035826139,
2_3_0000b71f0e01b52f3bc7,19109,2003,7.810571808293326,6.537590402371294,7.5402817210603,8.482380200469871,
2_3_0000a4b9d0ef752c5e38,19151,2003,8.168785402060625,7.5419201232754665,8.498749954783866,9.462156498853325,
2_3_000006df2a7908a289d3,19147,2003,8.498385735295233,7.553538274764093,8.507418434341506,9.469102211253283,
2_3_00007316e0bde316ad51,19063,2003,8.942304821302933,7.967540263429054,9.154915213021644,10.033082540177254,
2_3_000085c1110a2e5bb8ee,19191,2003,8.409715454501091,7.220621641019752,8.655908864357487,9.717902092988933,
2_3_00002b3cc26885d13f00,19065,2003,8.818412663776003,7.436038952303345,9.187175893060115,10.311919872045578,
2_3_0000af4858e87a6ce23d,19005,2003,7.994365237796701,6.5190571999993,8.509613101244605,9.45888470455813,
2_3_000054873bc0421cfec3,19043,2003,9.040602746340143,7.532115992595869,9.517768116356466,10.453615795304897,
2_3_00003a9b3d0350048b81,17177,2003,8.613826285086994,7.783084132159905,8.718618209785664,9.530878360376486,
2_3_000019b7721dcd7150a4,17141,2003,9.575211113716968,8.782054563874611,9.717409372239995,10.531925903415095,
2_3_000075c75137e46057a1,17201,2003,9.62384685905881,8.655412493146265,9.843466124106978,10.779990801673822,
2_3_00009aed56e86748505b,17007,2003,10.335156108867764,9.344495014544696,10.594584780494156,11.656148646587301,
2_3_00005a082d47498e24b2,17037,2003,9.659195590862273,8.562402778526907,9.553224047854279,10.477696929294257,
2_3_000089aef2014786b1ac,17103,2003,9.513271144881275,8.78213818128247,9.654737289738796,10.469198866262829,
2_3_000036da9c22b521a58a,17099,2003,9.494162508017347,8.571985588984754,9.528039378470753,10.447699420161962,
2_3_00006b4646d79028f663,17011,2003,9.830587269079235,9.092681204395573,9.969873769714548,10.77930495715788,
2_3_000083a789f01d16f70a,17155,2003,9.36354200283004,8.655605444101298,9.469845128425142,10.153840486905763,
2_3_0000c2db34821bfd3e8d,17175,2003,10.025725288662985,9.313614525071989,10.061493518009584,10.810358437090702,
2_3_0000690923962891d15e,17143,2003,9.827690208281128,9.218800974714595,9.906530900747125,10.594828609913895,
2_3_0000dcc95f785a35148f,17123,2003,9.814806316123555,9.218508603496918,9.906592743982081,10.594745557594853,
2_3_0000285dc369b6c70fcb,17203,2003,9.972817479241844,9.575204171556578,10.459021396250085,10.459021396250085,
2_3_000043215df39bd0c5b8,17179,2003,9.640072636790393,9.062529342241346,9.81253958556062,10.43705146242696,
2_3_000001aadfc336aaaf4f,17129,2003,10.144911611261563,9.655320125070906,10.217264944297245,10.779460780391402,
2_3_00008be3830e39089098,17107,2003,9.756445338377764,9.575114735120177,9.575114735120177,10.429107818683356,
2_3_00009be1802986c361ef,17113,2003,9.336996467601997,8.589029120497642,9.513612388483436,10.402196119381586,
2_3_0000d83c6148d1a22134,17039,2003,9.04992090450509,8.65659048233549,9.281209138221376,9.780480339770548,
2_3_000008a37067f88eca18,17115,2003,9.056136159154606,8.719217326168843,9.344486686592864,9.84332918665597,
2_3_00003310800aa4b0bfe2,17105,2003,9.320217021871118,8.570374621714066,9.51478077545796,10.41588275647302,
2_3_000056ddcda82a6f9929,17063,2003,9.252895923422862,8.592827346512339,9.407235458025927,10.093203857065237,
2_3_00005e67733868d64644,17197,2003,8.99796972387603,7.511601369977994,9.503937430936961,10.486327812810249,
2_3_0000383c03a152e17cf8,17091,2003,9.688735043476248,8.760170880835425,9.75590170951025,10.742967298908935,
2_3_0000fccd999c5ca58246,17053,2003,9.799235692677291,8.937915076782454,9.938307228922309,10.810839522994689,
2_3_0000b45c51f0dba7ebb8,17147,2003,9.48207022556602,8.908172127649934,9.65499179047335,10.280107383652448,
2_3_00009cf2c988d1916517,17019,2003,10.36301451624157,9.687055088812471,10.56430179443572,11.310077904975271,
2_3_000010637df418778550,17075,2003,9.957082492717001,9.549343004472378,10.493721772865227,11.430588846188924,
2_3_0000152815c8f29a3117,17183,2003,10.206075431814629,9.517354062131545,10.523834952947825,11.446065425666948,
2_3_0000ebaa3ac928785460,17031,2003,7.555213519273735,5.9693062500000025,7.468648001521101,9.093723591549297,
2_3_000049a2a177f182f4fe,17043,2003,7.432092787048828,6.596353785900776,7.279691975341996,8.280783313245923,
2_3_00002ea000ee12da39e5,17093,2003,8.637319145555104,7.656757782592641,8.718302616451396,9.591685668515805,
2_3_0000c9f45558789c65e2,17089,2003,8.60399571219673,7.481598834948748,8.528166331064238,9.48754018094398,
2_3_00009358bd93f531e693,17097,2003,8.54393797348576,7.093917613636384,8.529617576093408,9.967754152823932,
2_3_0000e5679588c88230bc,17111,2003,9.976010910776571,8.538928260323523,10.506575228353334,11.47005401761008,
2_3_000078db732dd5cf8747,18091,2003,9.978012950387432,8.406510758878875,10.216365331609712,11.531373673352109,
2_3_0000897c3d58e4635176,18141,2003,9.415020744651244,7.8124075284748065,9.561919275150716,11.063060210495603,
2_3_0000a97aebbb5df5f3cd,18149,2003,9.385047771183219,8.030768171453287,9.408412424529061,10.779241407197786,
2_3_0000f51cf3119e1cf4ba,18099,2003,9.865025678407717,8.561743781788104,9.93850420815721,11.310468397977774,
2_3_00006f3bcf6c44b2029e,18127,2003,10.144554392973669,8.249319185704612,10.758647043136476,11.745682025005028,
2_3_0000525e19cb22cd112b,18073,2003,9.386583110887605,8.28218659279985,9.531104212897086,10.531910276836387,
2_3_0000284920a9c6649948,18089,2003,9.578890536300799,7.5037585892372975,9.518352546260347,11.464797751605055,
2_3_000019cef6b39e0ca2ff,18111,2003,10.088964923591826,9.534633288898695,10.505968042580792,11.444048369849947,
2_3_0000b27c1e577dfc54ce,18131,2003,8.799614253902245,7.593633808999001,8.907704333870674,10.031487063150013,
2_3_0000017de7cdc48a3aa1,18181,2003,9.67220406492901,8.655929627824753,9.843733492590298,10.716710658362434,
2_3_0000822f646e6b2c3ba1,18007,2003,10.744020653110178,9.561009071760326,10.540097635882773,11.461785851515089,
2_3_0000c2b7caac2668c0ee,18171,2003,9.977826398901433,9.029423488335956,9.90663241964112,10.969013173729884,
2_3_0000cabace2773cbc20a,18045,2003,10.3389209712274,9.344357769946917,10.469352990047827,11.342004728774944,
2_3_0000214268e532729e6e,18165,2003,9.187897851330117,8.31432289318823,8.936263940442593,9.937279712740887,
2_3_0000286dfefaadefc6f0,18121,2003,9.815773929148596,8.718682876019294,9.717588412174461,10.969057649978703,
2_3_000055376e6d6af7f3ee,18157,2003,10.657451864952753,9.969852098148467,10.843001648838085,11.593610468781959,
2_3_0000db7ad9c6c0434015,18107,2003,10.483680738184592,9.780718233624606,10.655930729851868,11.404725048907036,
2_3_00009e7e3d946d92dd3d,18015,2003,10.19492337262697,9.343873912119228,10.40653320162273,11.278976209397015,
2_3_00005705970abd578822,18023,2003,9.996421011548295,9.02960257669094,10.280226309637392,11.218574187989711,
2_3_0000e104146e8c022eed,18011,2003,9.761613002718885,8.844757649111136,9.969305910942772,10.906062083304716,
2_3_0000aa1d8cb67a0eaf1d,18063,2003,10.161188920274657,9.218630268188027,10.343337489885332,11.278736988894,
2_3_00006623b61a88e7d1ee,18097,2003,8.81459821673303,7.753534882969313,8.749470647478704,9.736816783640801,
2_3_00000ab773567a924a56,18067,2003,9.522524860048286,8.543307341946283,9.536177530776111,10.45956079951071,
2_3_00002ed52cdf0204de11,18017,2003,9.875576797883038,8.96868621465013,10.09319638572717,11.031030590149573,
2_3_0000989f11b50a5e3625,18049,2003,9.882779134852074,8.781343355182083,10.093361856649922,11.094454847922705,
2_3_0000f795f6a0bd26fcef,18103,2003,9.503027158563977,8.527777098002948,9.539210780808887,10.474399412482375,
2_3_0000a2cd1c1f1fcb92ca,18085,2003,9.862341062647022,8.53364369738565,10.499021502746885,11.43784205920583,
2_3_0000113ffc4d47684817,18169,2003,8.989796310602332,7.523635943445601,9.526467170627559,10.43666258918265,
2_3_0000b353764a2cf86a20,18183,2003,9.146901394250168,8.535307460726353,9.527459417493489,10.453204025171011,
2_3_00009b7521c443c04bd6,18069,2003,8.510638960495179,7.467344714156111,8.656470048445406,9.59200173460527,
2_3_0000d0eac820429a4b9f,18053,2003,9.006710474504077,7.967023159540047,9.34463323899212,10.154600674839378,
2_3_0000ab922147ff16048d,18159,2003,9.005912460832514,7.513428064227736,9.52072253526547,10.44684569650856,
2_3_00006d06f2d3bc0ce24a,18057,2003,8.832352592098875,7.514515669186836,9.508938385673027,9.508938385673027,
2_3_00005e5401dbff69f9a2,18059,2003,8.751405280755586,7.40505483691694,8.844551896921926,10.033024721190301,
2_3_0000ba2d5e908f52b7ab,18095,2003,9.236365646186197,8.218849293309923,9.470372459740624,10.34508399851494,
2_3_0000e527b4c0ba0764aa,18009,2003,8.254895801096342,7.157162579933761,8.345337669720973,9.343991462876211,
2_3_00007613116330a23a79,18035,2003,8.678948088770362,7.531377600977422,8.844179239175222,9.84378427101336,
2_3_0000107e6a7f66df510f,18065,2003,9.1625425729193,8.03054358206213,9.344645748583902,10.342893770491779,
2_3_0000d6ea095cb509da4a,18135,2003,8.661834091272837,7.342330132436559,8.968403376487036,9.969578829522698,
2_3_0000e06b87abe9c85b9c,18177,2003,9.08243522825573,8.093138932732177,9.218290917127096,10.153911326259035,
2_3_000060c6cb54264ed582,18075,2003,7.731999804559975,6.156123301554983,7.9041243832179715,9.218548926894037,
2_3_0000101cd081f7ed005f,18001,2003,7.489093017496479,6.094381510785352,7.593645758047138,8.844584331229365,
2_3_000042a7945e36bffb69,18179,2003,8.21624126325783,7.1568689997343755,8.406159144912605,9.34404425230101,
2_3_0000ece12bf06983b8c2,18003,2003,8.373922762803602,7.031294770187072,8.5928140307593,9.654522849126323,
2_3_0000e7db84d9733491d6,18033,2003,8.558727579003584,7.156991041459307,8.654767122869965,9.9695365820101,
2_3_0000741f6e43842ea6ac,18113,2003,9.46458290816316,8.406278071396887,9.59181994173296,10.655486714580473,
2_3_000018b2491eab57caa9,18151,2003,9.030169575329587,7.844146013613487,9.093461460303482,10.216602112726367,
2_3_00003e61f0854ad85df9,18087,2003,8.443427879828727,7.51574847137549,8.498892339039013,9.462120440773628,
2_3_000007a4a8d62d2479e4,18039,2003,9.01101990176971,7.516376855174296,9.509598009197978,10.485366077443498,
2_3_0000d80dad6429cee710,18161,2003,8.825750795986094,7.843815571815858,8.907707208837689,9.844269807686844,
2_3_0000511eee98108f96f0,18047,2003,8.056685395600185,6.5168960550853345,8.513114232773324,9.46227006227893,
2_3_00003dfec1445f9f85b3,18029,2003,7.370741997749953,6.188219568722291,7.313246191721802,8.561885271734951,
2_3_00007267bd44a13a811a,18115,2003,7.215630033808266,6.286772244653808,7.782869158878506,8.221786649902112,
2_3_000089df04609e755be7,18155,2003,7.786170886975029,6.527021678737017,7.505898439868008,9.449463104489599,
2_3_000079c9b802afff1fd4,18043,2003,7.074489967275565,6.09376262894692,6.9038176769205695,7.781269428137443,
2_3_0000cd49380a6d680402,18061,2003,7.372901097182698,6.3434514563106665,7.220820208710545,8.283147853736095,
2_3_000010f664eeb1b96ffc,18019,2003,6.706932931145133,5.469051613498076,6.532053387731334,7.718362576026514,
2_3_000036e7fa783b499199,18175,2003,6.91755888665703,5.906697472248225,6.779661145179071,7.967824533952103,
2_3_0000149a07818ddaef82,18025,2003,7.442135785020353,6.279785046728964,7.282286859500254,8.53026801563121,
2_3_0000d6c007ae4b4c8095,18143,2003,6.676247430937998,5.562899607335139,6.563135172094354,7.5627920281354335,
2_3_0000e4071ec1bf6f4284,18077,2003,7.06748421262506,6.0939249555152575,6.904264329181415,7.966928565169548,
2_3_0000c820b0d4bbd4f52b,18079,2003,6.630616936459215,5.780962315684465,6.531400898703022,7.279988152495982,
2_3_000089c3c753ac724499,18137,2003,6.769522957049782,5.717900840392543,6.531688981339629,7.6562428395802575,
2_3_0000724ad26d758574e2,18031,2003,7.877332611654079,6.469352650891006,7.720091074406449,9.344449671831132,
2_3_0000177312f382b6baa8,18041,2003,9.14337143158412,8.03047322069987,9.281645965335377,10.34386534699598,
2_3_00008709ee29b7520454,18139,2003,9.215402084884449,7.782840613333643,9.470945294075946,10.594300941775717,
2_3_00001704e737bf00dda4,18145,2003,8.77061227224208,7.404152719186326,8.844731819956815,10.032320890863664,
2_3_00001173dac0dd3a763c,18005,2003,7.810650180639548,6.469145684879877,7.719520613393842,9.091379187591402,
2_3_0000fa8cacb660394530,18081,2003,8.521544068581393,7.157254101289641,8.527290199503748,9.78108250211068,
2_3_000008f0620436b9720f,18109,2003,9.511199260997365,7.514347061558948,9.521356492870982,11.461255861787652,
2_3_000001093b68c1713aa9,18013,2003,7.474607914966062,6.218322381309057,7.155260709376477,8.531262420283891,
2_3_0000210b5ef31c05e692,18071,2003,6.663703373384263,5.717267288693689,6.594689524104557,7.468477064101881,
2_3_00006685a948d9654161,18117,2003,7.06574212158119,5.876942030619947,6.871526391008448,8.374756863447471,
2_3_000006c7179a928ce11a,18093,2003,7.156677265047342,5.761588894332117,7.248720947003488,8.242147030580329,
2_3_0000554328919a79891b,18101,2003,9.046013424989798,7.403201595690644,9.154254736213138,10.716023296461861,
2_3_0000cecd02977b9c3be2,18055,2003,8.529773148489607,6.811415341129839,8.561580441983065,10.061533181950827,
2_3_0000162fe73f1a3fff28,18105,2003,8.617853432693694,6.535797459108293,8.464444794983496,10.483082461403068,
2_3_0000d3ca9f45da065306,18119,2003,9.129002424652306,7.2208529235895575,9.028670043697938,10.904108606557346,
2_3_0000f8e3b01c61aa00bd,18133,2003,10.40131531884827,9.47110140738362,10.532567391663253,11.46853642128628,
2_3_0000ef9eed1c6ee73015,18021,2003,9.436684874016048,8.062691100708177,9.312015884504019,10.810820201298009,
2_3_000007bb373ffe768c03,18167,2003,9.195141970426548,7.813451164758343,9.059681414195255,10.68584392364274,
2_3_00001997d158397776ef,17045,2003,10.647340614213297,9.548916335654209,10.547275931016914,11.449832097179138,
2_3_000061d54b09391a6a9c,17023,2003,9.91337420745427,8.550246308563372,10.505584698530978,11.434343220911877,
2_3_0000416142703decc8f0,17033,2003,9.505969721889617,8.18870245493916,9.812038874642692,11.0632471173025,
2_3_0000a26d4592a5954b03,18153,2003,9.730117811008999,8.314214521377696,9.939584279308596,11.310926614527288,
2_3_00007ee827a19181833b,18083,2003,8.987395204701553,7.562461587183653,9.060411767223236,10.437045657463726,
2_3_00006c7c25aeebd229d6,18027,2003,8.762320472860749,7.313429163102339,8.81339137787248,10.184344073138954,
2_3_0000bf5fb242f8012cf7,17101,2003,8.391844320771146,6.9682457047442705,8.656169949989653,10.09297014613789,
2_3_0000db28ab4edc06655a,18051,2003,8.040442095825457,6.658019742463636,8.281574325634962,9.7179764804303,
2_3_000013edc5055b3ccdda,18125,2003,7.178673863647045,5.092639474877331,7.158012286198341,9.09141844063918,
2_3_0000e05adb2e4dc31e5a,18173,2003,6.421230559034486,4.843681843448386,6.279584979544562,7.9048524878779025,
2_3_00007fad96d7e002476c,18163,2003,7.416984353777588,5.779418901556554,7.719799373040755,9.156101351351381,
2_3_00007726085429a16cd1,18147,2003,6.879415190894801,5.518320621450956,6.485397160840853,8.483786282616014,
2_3_0000b85ab5ade2299286,18037,2003,7.661430197231731,5.755498701541206,7.75021989828996,9.249211870012829,
2_3_0000a6d5f1c34b0de8f0,18123,2003,6.756592092151652,5.56346938775508,6.561650942560661,7.811736468743564,
2_3_0000c73beef527792061,18129,2003,8.539011569859959,7.467827023220122,8.845394066047586,9.906446389496665,
2_3_000078ab996875da6381,17059,2003,7.34743817996648,6.468869459327816,7.593894614155555,8.466324200136041,
2_3_0000bcf4ed2aed99b99d,17193,2003,7.640842584774088,6.546406526788911,7.519667202970061,8.479706067814815,
2_3_0000300ffda2294719eb,17069,2003,7.186653025965764,6.033648648648649,7.279380000000002,8.345557894736844,
2_3_0000b6f8aa94f30530fb,17165,2003,6.741352861916466,5.540118771460637,6.533533009478066,7.4922507948538675,
2_3_0000b14335eff15d3469,17151,2003,7.168787448316871,6.126857364424353,7.125079379238442,8.375126409565329,
2_3_00003c61d83b864d9336,17127,2003,7.041468957988721,5.517325530463417,7.516942275695855,8.467813397413105,
2_3_00003743be8c5246d9b0,17087,2003,6.816440253282068,5.468723384242177,6.779958281952547,8.030166666666677,
2_3_0000ddcf3498483c34dc,17199,2003,6.108056503305963,4.780417989311891,6.2158104655644495,7.404744815015377,
2_3_00004dd4687a9785de10,17055,2003,5.922396216429867,4.281329779065299,5.905639123340528,7.341424323293974,
2_3_0000a4875c9a80dd66b3,17065,2003,6.094604866920503,4.492550365110887,6.513110016105141,7.488513720636745,
2_3_0000559657cd8c34356f,17191,2003,6.080615112488068,5.005984928254339,5.005984928254339,6.973100752136773,
2_3_00003c96b41c6b20c617,17081,2003,5.68464308244052,4.281961499732077,5.344179670709721,6.905999066602855,
2_3_0000d4056eac7068a792,17121,2003,5.221000315775648,4.030385780531699,4.78077461834285,6.216758135611898,
2_3_00000645c0f558bf4ac3,17025,2003,6.974014267638462,4.907186380585865,7.156915252674207,8.845173994207965,
2_3_000069d22ed7fe9251b7,17159,2003,7.960706943234977,7.036916728529143,9.025944511926152,9.025944511926152,
2_3_00007f715caecf9dbc24,17047,2003,6.65400731769482,5.282284037778192,6.842898311410411,8.218626097905542,
2_3_00003ab59d4cb0f774ba,17185,2003,8.116024023932804,7.031862650602403,8.40637623819358,9.531653024570259,
2_3_0000ec3d86b76bf6ff89,17079,2003,9.116634576257638,7.541944472792734,9.514633003136932,10.4758350272143,
2_3_0000376f86673e645d75,17035,2003,9.460382301201957,8.655920130847667,9.781047594443729,10.655560518788311,
2_3_00008ae7d638cd5ce4d9,17029,2003,9.913007311932336,9.380172670731804,10.126401532960017,10.61986038671268,
2_3_00008006c3bab671da89,17041,2003,10.073332291798105,9.53136996407629,10.27997037444834,10.90566514466546,
2_3_00006ed3098f08342fd7,17173,2003,8.456431074278763,7.531136528112203,8.719212327373173,9.530732254384,
2_3_0000622735991cf0c16a,17139,2003,9.290724476746608,8.719595842816618,9.407363349825992,10.032347756806741,
2_3_00007227f87a5eb94e78,17049,2003,8.655052756690283,7.4678587996093455,9.029451116922873,10.154321514598687,
2_3_0000bd9dcede1e4ebaf2,17051,2003,7.215170562136556,5.593787492478653,7.656814657878874,8.84479120000554,
2_3_000004050c11430bcc76,17027,2003,5.897080046948984,4.407986622129492,5.280453826914509,7.467906371507598,
2_3_0000ce291ebec9aaa8fe,17005,2003,6.58814900647884,4.532515184088501,6.5019238005307445,8.518629098220618,
2_3_0000e46c20984cfdaba2,17135,2003,9.20117788053796,7.531071277039657,9.531784391822487,10.481477459494664,
2_3_000040fae5d13ef9b6cb,17021,2003,9.226398161140803,9.244573209482486,9.244573209482486,10.554263008795877,
2_3_00004793a86397f46a18,17167,2003,10.218673297114023,9.623079243496294,10.47234483836135,10.47234483836135,
2_3_000002a06695a4c31a64,17189,2003,5.367125349488215,4.219142078360297,4.969572459985218,6.279939055161881,
2_3_00001b0963d5baca8338,17145,2003,5.566364787013391,3.966997646841897,5.533291811956886,6.903384820004103,
2_3_000089e7efd8012ebaf1,17077,2003,6.0140162538139945,4.529623685410842,6.280273091855069,7.466634986121435,
2_3_00007a32c5df84ced453,17181,2003,6.648815920752003,5.185780306405366,6.811770644408896,8.062535399839758,
2_3_00009cb7027ae7011b41,17153,2003,6.780399535964094,5.406218067259002,6.9049151529293535,8.092776997529349,
2_3_0000d43a832177652c16,17003,2003,6.574112349309085,5.154428944891385,6.718774778106475,7.968487561597541,
2_4_0000a7335be44385d1aa,19119,2004,11.4705297988986,10.779991622396727,11.531444990020047,12.282496176809362,
2_4_0000ee62cd3301544a9b,19167,2004,11.370149238550576,10.580693931791517,11.498827019195879,12.426427232670681,
2_4_00004b1bc47fe5100be3,19141,2004,10.956636356997434,10.577196472687964,11.452558036307165,11.452558036307165,
2_4_00000a7157cd6c837c00,19143,2004,10.936837948120237,10.585802451509085,11.4323691391908,11.4323691391908,
2_4_00005972d482473476cf,19059,2004,11.061521302161104,10.406310724623268,11.157850436064475,11.841453274492071,
2_4_0000895ec5480001af32,19041,2004,11.213240444521388,10.40628113874332,11.342693119285412,12.15636218934522,
2_4_0000f637e2a91dd04c88,19035,2004,10.928908418969884,10.343784320586106,11.094940326908063,11.656876980706809,
